sexo_cliente,region_cliente,nacionalidad_cliente,direccion_cliente,edad_cliente,codigo_cliente,nombre_cliente,numero_hijos_cliente,puntos_acumulados_cliente,estado_civil_cliente,total_compras_cliente,fecha_nacimiento_cliente,profesion_cliente
Hombre,Sur-Europa,Espana,Plza.-Vazquez-de-Mella--1--3o--Madrid-28034,67,2687028B,Bosch-Perez-Jaume,0,9,Soltero/a,4,1951-12-06,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,via-del-Pantheon--63-Roma,78,4063273P,Prieto-Puig-Jaume,2,12,Casado/a,9,1940-09-30,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,St.-Anna-Strasse-10--Munchen,68,2752559I,Inturing,NULL,11,NULL,11,1950-05-07,Catering
Mujer,Sur-Europa,Espana,Echegaray--1--Madrid-28015,54,0589876A,Aragon-Batlle-Pilar,2,8,Casado/a,11,1964-11-28,Architectos-Decoradores-&-Humanistas
Empresa,Sur-Europa,Espana,Pl.-Ibiza-18-08026-Barcelona,85,2424837D,Delight-Restaurant,NULL,10,NULL,11,1933-10-22,Alimentacion
Hombre,Sur-Europa,Espana,Corso-Porta-Vigentina-46 --Milano,43,3407891A,Aguado-Blas-Xavi,0,7,Soltero/a,2,1975-06-17,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,14-Rue-Brey---75003-Paris,41,3014666T,Trow-Nicholas,0,8,Soltero/a,7,1977-04-30,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Tutor--37--Madrid-28019,103,1310774S,Salas-Figueroa-Paco,0,7,Casado/a,7,1915-07-28,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,68-Rue-de-Longchamp---75015-Paris,65,1441795W,Wiffort-Joseph,2,8,Casado/a,7,1953-02-19,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Via-Mecenate-121 --Milano,78,2490430P,Pascual-Pastor-Emilia,2,11,Casado/a,13,1940-10-09,Architectos-Decoradores-&-Humanistas
Empresa,Norteamerica,Estados-Unidos,415-Fulton-St -Brooklyn--NY-10018,70,1048621T,Town-Steakhouse,NULL,29,NULL,10,1948-05-03,Alimentacion
Empresa,Sur-Europa,Espana,C/-Prado--11--Madrid-28022,64,0065582C,Country-Steakhouse,NULL,12,NULL,12,1954-09-04,Alimentacion
Hombre,Norte-Europa,Reino-Unido,48-Greek-Street--London-SW1,54,0720950A,Appleton-Grant,0,8,Soltero/a,7,1964-07-05,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,54-Brooks-Mews--London-W2,72,3538993M,Mcgraw-Donald,0,8,Soltero/a,8,1946-06-27,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,Arnulfstrasse-12--Munchen,66,0852024M,Moore-Caroline,2,7,Casado/a,1,1952-03-21,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,127-2nd-Ave-Fl-1 -New-York--NY-10018,104,3670075B,Bush-Alfred,3,11,Casado/a,3,1914-10-16,Architectos-Decoradores-&-Humanistas
Empresa,Norteamerica,Estados-Unidos,20-Cornelia-St -New-York--NY-10006,97,2228255T,Tanner,NULL,8,NULL,10,1921-05-14,Catering
Hombre,Sur-Europa,Espana,Via-Vitruvio-29-*-Milano--Milano,43,0524290V,Vazquez-Vilanova-Eusebio,0,7,Soltero/a,6,1975-12-28,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,via-Castelfidardo--84/a-Roma,77,2949156C,Cody's,NULL,45,NULL,25,1941-09-23,Servicios
Empresa,Norteamerica,Estados-Unidos,833-6-St -Miami--FL-33012,53,2555955N,Nyako,NULL,16,NULL,11,1965-06-04,Catering
Mujer,Norteamerica,Estados-Unidos,13-Carmine-St -New-York--NY-10010,68,0786494S,Shepherd-Jane,2,12,Casado/a,12,1950-10-14,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,Lungarno-Vespucci--34--Florencia,86,1179666P,Pan-Restaurant,NULL,11,NULL,6,1932-04-16,Alimentacion
Hombre,Norte-Europa,Reino-Unido,Millbank--London-W2,52,3735552K,King-Joseph,0,6,Soltero/a,7,1966-10-06,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,via-Principe-Amedeo--14-Roma,58,1376273V,Veras,NULL,13,NULL,11,1960-01-27,Servicios
Mujer,Norte-Europa,Reino-Unido,11-Thurloe-Place--London-EC1,75,0458815P,Parsons-Judith,0,9,Soltero/a,4,1943-05-13,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,Capella-Navarro-84-08035-Barcelona,82,2359297R,Rovira-Soriano-Ines,0,7,Divorciado/a,7,1936-09-23,Ama-de-Casa
Hombre,Sur-Europa,Espana,Preventori-10-08011-Barcelona,86,1048589F,Fuentes-Mohedano-David,2,7,Casado/a,6,1932-07-22,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Lungarno-Acciaiuoli--2--Florencia,78,3145751P,Prat-Salom-Ricardo,0,9,Soltero/a,8,1940-08-27,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,Piazzale-Galileo--5--Florencia,90,2818085J,Jamaican-Taberna,NULL,7,NULL,11,1928-06-01,Alimentacion
Mujer,Norte-Europa,Reino-Unido,8-Rue-Victor-Cousin---75015-Paris,42,2228237B,Bell-Helen,0,11,Soltero/a,9,1976-11-01,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Via-Fauche-15 --Milano,39,3538986G,Gil-Montoya-Rosa,0,5,Soltero/a,0,1979-10-03,Architectos-Decoradores-&-Humanistas
Empresa,Sur-Europa,Espana,Av.-Hispanidad--12--Madrid-28018,88,2883647H,Hall-Restaurant,NULL,13,NULL,8,1930-02-11,Alimentacion
Empresa,Norte-Europa,Reino-Unido,6-Rue-du-Bouquet-de-Longchamp---75003-Paris,84,3866660A,Ashton,NULL,38,NULL,28,1934-11-19,Catering
Empresa,Sur-Europa,Espana,Piazza-Indipendenza--7--Florencia,47,3670062T,Taylor,NULL,8,NULL,8,1971-11-14,Catering
Hombre,Norteamerica,Estados-Unidos,237-Park-Ave -New-York--NY-10006,40,2097186S,Spencer-Denis,0,12,Soltero/a,11,1978-04-01,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,76-South-Parade--London-W2,49,0393227W,Walsh-Ernest,2,18,Viudo/a,18,1969-04-04,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,Pl.-San-Juan-42-08033-Barcelona,40,2752530C,Callejo-Valls-Eva,0,10,Soltero/a,2,1979-01-08,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,C/-Palomares-6-08023-Barcelona,82,2621485M,Mariscal-Ordonez-Oscar,0,9,Soltero/a,10,1936-04-09,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,2700-Davie-Rd -Fort-Lauderdale--FL-33020,97,1441841C,Court-Restaurant,NULL,10,NULL,14,1921-03-12,Alimentacion
Mujer,Sur-Europa,Espana,Via-Lorenteggio-278 --Milano,66,0327709C,Callejo-Valls-Azucena,0,12,Soltero/a,12,1952-01-21,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,C/-Provenza-83-08021-Barcelona,41,0131092S,Soto-Ros-Joan,0,10,Soltero/a,7,1977-05-12,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,512-SW-3rd-Ave -Miami--FL-33025,50,1900551M,Marshall-Donald,3,13,Casado/a,6,1968-02-26,Economistas-Abogados-&-Admin.Empresas
Empresa,Norteamerica,Estados-Unidos,960-NW-41st-St -Miami--FL-33026,52,2162718B,Bang-Restaurant,NULL,12,NULL,9,1966-06-07,Alimentacion
Hombre,Sur-Europa,Espana,C/-Honduras-35-08029-Barcelona,47,2555906A,Aguado-Blas-Oscar,0,8,Casado/a,7,1971-03-27,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,11-12-Cardamom-Building--Shad-Thames--Butlers-Wharf-(London-Bridge/Tower-Hill)--London-SW1,99,2752516L,Lights-Deborah,0,8,Soltero/a,9,1919-10-02,Gerentes-&-Directivos
Mujer,Norteamerica,Estados-Unidos,81-Chrystie-St -New-York--NY-10014,72,2031655W,Warburton-Jane,2,10,Casado/a,7,1947-01-07,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,4-Templeton-Place--London-EC3,41,0589878O,O'Connor-Peter,0,8,Soltero/a,4,1977-10-24,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,Neuturmstrasse-1--Munchen,68,2555908K,King-Eric,0,8,Soltero/a,2,1950-01-22,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,72-Midland-Street--Liverpool-L69-3BX,48,0524302P,Payne-Gerald,2,12,Casado/a,11,1970-04-22,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,366-3rd-Ave -New-York--NY-10004,71,2949136C,Calder-Donald,0,10,Soltero/a,17,1947-05-12,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,9-Russell-Street--London-NW1,83,0589854T,Taylor-Charles,0,8,Divorciado/a,5,1935-03-19,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Residenzstr.-27--Munchen,83,3342398A,Adams-Thomas,0,6,Soltero/a,5,1935-03-01,Architectos-Decoradores-&-Humanistas
Mujer,Sur-Europa,Espana,Borgo-Pinti--27--Florencia,74,1966095S,Sandoval-Romero-Helena,2,11,Casado/a,9,1944-03-19,Architectos-Decoradores-&-Humanistas
Mujer,Norteamerica,Estados-Unidos,601-NE-11th-St -Fort-Lauderdale--FL-33029,59,0655411G,Green-Clare,2,10,Viudo/a,5,1959-12-02,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,piazza-Montecitorio--131-Roma,46,0131121O,Olivares-Pelaez-Ruben,4,6,Casado/a,7,1972-03-07,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,246-Grand-St-Fl-1 -New-York--NY-10007,71,3604496M,Mackenzie-Lewis,2,9,Casado/a,0,1947-09-20,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,92-Robertson-Street--Liverpool-L69-7HY,52,3014703M,Mcguire-Charles,2,13,Divorciado/a,15,1966-02-14,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,75-Saint-Marks-Pl -New-York--NY-10006,55,2424846C,Cruise-Nicholas,2,9,Casado/a,12,1963-12-10,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Via-di-Villa-Aquari--4-6--Milano,53,3866642P,Padilla-Valverde-Ramon,0,7,Soltero/a,11,1965-11-07,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,5-7-Frognal--London-EC1,105,0458764S,Smith-Brian,2,22,Casado/a,17,1913-07-26,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,97-Great-Russell-Street--London-EC1,75,0786483H,Holdsworth-Nicholas,3,6,Viudo/a,7,1943-08-15,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,33-Wellington-Street--London-NW1,79,2162716H,Howard-Nicholas,0,7,Viudo/a,11,1939-01-17,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Concepcion-Arenal--6--3o--Madrid-28020,51,3145735N,Navarro-Rodriguez-Mauricio,0,5,Soltero/a,8,1967-04-05,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Regiment-Biscaia-46-08021-Barcelona,70,0589880A,Alvarez-Arenas-Mauricio,0,13,Soltero/a,12,1948-12-03,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,29/33-Norfolk-Square--London-EC1,44,2752556B,Bin-Restaurant,NULL,12,NULL,11,1974-03-06,Alimentacion
Empresa,Norte-Europa,Reino-Unido,3-Rue-de-la-Felicite---75015-Paris,69,0065560M,Mala-copia-Advertising,NULL,14,NULL,11,1949-05-23,Servicios
Mujer,Norteamerica,Estados-Unidos,295-Grand-St -New-York--NY-10014,104,3014710G,Grove-Deborah,0,6,Soltero/a,4,1914-05-04,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,1-3-Hampstead-Lane--London-NW1,39,0720923G,Griffin-Denis,0,5,Soltero/a,2,1979-02-07,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Via-Garibaldi--9--Florencia,56,0196638N,Navarro-Rodriguez-Magdalena,0,7,Divorciado/a,7,1962-05-11,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,106-W-32nd-St -New-York--NY-10003,88,3932165T,Tara,NULL,22,NULL,20,1930-05-28,Catering
Mujer,Norte-Europa,Reino-Unido,40-Rue-Vivienne---75003-Paris,62,3539000C,Calder-Jennifer,0,10,Soltero/a,4,1956-07-14,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Viale-Bligny-23 --Milano,107,0852006G,Gonzalez-Herrera-Daniel,0,6,Soltero/a,0,1911-08-12,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Via-Ludovico-Ariosto-22 --Milano,67,4063286V,Valle-Vives-Julia,1,7,Casado/a,0,1951-09-06,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,150-Notting-Hill-Gate--London-W2,72,3866651L,Langford-Thomas,0,6,Soltero/a,10,1946-02-23,Architectos-Decoradores-&-Humanistas
Mujer,Sur-Europa,Espana,Via-Gasparotto-8 --Milano,40,0131085L,Lopez-Martin-Maria-del-Pilar,0,7,Soltero/a,0,1978-01-19,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,Via-Napo-Torriani-24 --Milano,51,3735585C,Casado-Conesa-Cecilia,0,10,Soltero/a,3,1967-08-27,Ama-de-Casa
Mujer,Norteamerica,Estados-Unidos,126-W-32nd-St -New-York--NY-10005,66,0131118W,Warmick-Jacqueline,0,8,Soltero/a,6,1952-01-24,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,11-12-Cardamom-Building--Shad-Thames--Butlers-Wharf-(London-Bridge/Tower-Hill)--London-SW1,55,2949176B,Barclay-Alexander,0,12,Soltero/a,11,1963-05-22,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,C/-Valencia-53-08024-Barcelona,41,1376272E,Escudero-Domingo-Agustin,0,8,Soltero/a,1,1977-03-22,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,Av.-Diagonal-34-08013-Barcelona,92,1507379B,Boat-Cafe,NULL,7,NULL,2,1926-09-24,Alimentacion
Hombre,Norte-Europa,Reino-Unido,94-Rue-Daguerre---75003-Paris,59,4128787S,Skydel-Donald,0,10,Casado/a,11,1959-07-16,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,North-Terminal--London-EC1,93,2883630A,Azhar,NULL,10,NULL,8,1925-08-06,Catering
Mujer,Sur-Europa,Espana,via-Buonarroti--51-Roma,94,3276826G,Gil-Montoya-Maria-del-Pilar,1,10,Casado/a,8,1924-09-26,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,23-25-Old-Compton-Street--London-NW1,102,2687038E,Embury-David,2,8,Casado/a,4,1916-01-20,Ama-de-Casa
Mujer,Sur-Europa,Espana,Els-Canalons-30-08032-Barcelona,41,0327728M,Munoz-Nunez-Helena,0,10,Soltero/a,7,1977-08-05,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Goethestrasse-7--Munchen,82,1048588S,Sullivan-James,3,10,Casado/a,4,1936-09-15,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,1-Rue-Brey-19-Avenue-de-Wagram---75003-Paris,74,3604509Y,Youngman-David,0,10,Soltero/a,13,1944-10-27,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Via-De'Lamberti--5--Florencia,50,1638453S,Sandoval-Romero-Alberto,0,9,Casado/a,1,1968-08-14,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,via-Sistina--136-Roma,94,0655409N,Nilaratan,NULL,13,NULL,13,1924-12-11,Catering
Hombre,Norteamerica,Estados-Unidos,83-Chrystie-St -New-York--NY-10017,72,2293810G,Gadd-Daniel,1,9,Divorciado/a,6,1947-01-14,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,1250-Normandy-Dr -Miami--FL-33010,42,3538988A,Adams-Thomas,0,14,Soltero/a,10,1976-08-11,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,C/-Primavera-89-08016-Barcelona,74,2228233F,Food,NULL,12,NULL,7,1944-11-27,Food
Empresa,Sur-Europa,Espana,Poligon-Industrial-Sud-11-08023-Barcelona,79,4128789T,Thai,NULL,7,NULL,15,1939-09-02,Catering
Hombre,Sur-Europa,Espana,Alcala--66--Madrid-28010,97,0065549A,Alvarez-Arenas-Daniel,1,9,Divorciado/a,3,1922-01-01,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,Schmellerstr.-16--Munchen,83,0393229A,Archer-Jennifer,2,11,Divorciado/a,11,1935-09-20,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,22-Portman-Square--London-EC1,66,2818063P,Pub-Restaurant,NULL,16,NULL,14,1952-08-22,Alimentacion
Hombre,Norte-Europa,Reino-Unido,15-Quai-Saint-Michel---75015-Paris,71,3604529S,Shaver-Jhon,0,10,Soltero/a,5,1947-11-04,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,3737-NW-36th-St -Miami--FL-33024,42,2293763M,Mcgraw-Thomas,0,9,Soltero/a,9,1976-11-01,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,C/-Niza-73-08032-Barcelona,93,0655414P,Poultry-Steakhouse,NULL,10,NULL,11,1925-04-08,Alimentacion
Mujer,Sur-Europa,Espana,Pont-De-Penaguila-10-08030-Barcelona,81,1769482S,Sandoval-Romero-Maria-del-Pilar,2,8,Casado/a,2,1937-04-22,Doctores-&-Profesionales-de-la-Salud
Mujer,Norteamerica,Estados-Unidos,2235-Collins-Ave -Miami--FL-33026,69,1507345H,Hall-Jacqueline,3,29,Casado/a,22,1949-07-06,Architectos-Decoradores-&-Humanistas
Mujer,Sur-Europa,Espana,via-della-Stazione-Aurelia--99-Roma,90,2359319L,Lorenzo-Feliu-Cecilia,0,9,Divorciado/a,6,1928-11-23,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,195-Ravenswood-Rd -Fort-Lauderdale--FL-33030,47,0852028G,Grove-Flora,0,8,Divorciado/a,13,1971-11-25,Economistas-Abogados-&-Admin.Empresas
Empresa,Norteamerica,Estados-Unidos,1-University-Pl -New-York--NY-10007,71,0393272N,Nihar,NULL,82,NULL,33,1947-09-07,Catering
Hombre,Norte-Europa,Reino-Unido,15-Hoxton-Market--London-W2,108,3932210A,Arnoop-Edgar,4,10,Casado/a,0,1910-05-16,Gerentes-&-Directivos
Mujer,Sur-Europa,Espana,C/-Lepanto-40-08021-Barcelona,78,2359342P,Porta-Santamaria-Leire,0,6,Soltero/a,2,1940-11-09,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,Luisenstr.-47--Munchen,43,2687020W,Wiffort-Agatha,0,8,Soltero/a,8,1975-01-16,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-San-Giuseppe-12a--Florencia,94,2293777B,Ballester-Cano-Claudio,0,8,Casado/a,8,1924-03-20,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Broletto-46 --Milano,103,2818070N,Navarro-Rodriguez-Joan,3,8,Casado/a,3,1915-05-05,Architectos-Decoradores-&-Humanistas
Empresa,Sur-Europa,Espana,Via-Viteuvio-48 --Milano,45,0720953B,Blimpie,NULL,11,NULL,5,1973-12-22,Servicios
Hombre,Norte-Europa,Reino-Unido,67-77-Charterhouse-Street--London-W2,41,2490378P,Price-Nicholas,0,18,Soltero/a,15,1977-03-22,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,7995-Pembroke-Rd -Pembroke-Pines--FL-33030,66,0458791G,Gentle-Thomas,3,5,Viudo/a,7,1952-12-21,Ama-de-Casa
Empresa,Sur-Europa,Espana,Sant-Antoni-53-08029-Barcelona,77,2621473S,Side-Steakhouse,NULL,8,NULL,6,1941-09-30,Alimentacion
Hombre,Norte-Europa,Reino-Unido,42-44-Gloucester-Terrace--London-EC1,67,2359335M,Mcguire-Nicholas,1,10,Divorciado/a,6,1951-05-05,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Mariannenstr.-1--Munchen,70,1376309M,Mackintosh-Gregory,4,9,Casado/a,0,1948-02-04,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Paseo-de-la-Florida--13--Madrid-28017,101,2162734N,Navarro-Rodriguez-Ignacio,0,15,Soltero/a,14,1917-01-19,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,176-Rue-Cardinet---75003-Paris,78,2818092B,Barclay-Ernest,3,6,Casado/a,4,1940-04-07,Gerentes-&-Directivos
Mujer,Norteamerica,Estados-Unidos,32-Water-St -New-York--NY-10005,42,0262207W,Walker-Clare,0,8,Soltero/a,7,1977-01-11,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,Chalbert-Street--London-W2,48,2883627T,Time,NULL,9,NULL,12,1970-02-10,Servicios
Hombre,Sur-Europa,Espana,Balmes-43-08035-Barcelona,43,1441809D,Delgado-Crespo-FranciscoJavier,0,9,Soltero/a,8,1975-09-27,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,89-Macdougal-St -New-York--NY-10012,65,2359317H,Holmes-Mark,1,9,Casado/a,3,1953-05-27,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Mesonero-Romanos--9--Madrid-28016,71,3735606A,Alvarez-Arenas-Susana,0,6,Viudo/a,3,1947-02-25,Ama-de-Casa
Hombre,Sur-Europa,Espana,Paseo-de-la-Castellana--22--Madrid-28010,39,1703965M,Mariscal-Ordonez-Mauricio,0,6,Soltero/a,5,1979-08-24,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,35-Great-Portland-Street--London-W2,61,3145777T,Tayib,NULL,100,NULL,48,1957-08-24,Catering
Mujer,Norteamerica,Estados-Unidos,2300-Pine-Tree-Dr -Miami--FL-33020,82,2162743D,Docherty-Mary,0,15,Divorciado/a,7,1936-04-27,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,68-86-Cromwell-Road--London-EC1,69,3473420A,Archer-Brian,2,9,Divorciado/a,11,1949-03-03,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,3-Rue-de-Castiglione---75003-Paris,81,1376291M,Mckay-Brian,0,9,Casado/a,12,1937-02-24,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Hamilton-Place--London-EC3,90,3735593A,Adams-Emily,0,14,Divorciado/a,13,1928-08-28,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,3-Rue-Verniquet---75001-Paris,67,3801134C,Cruise-Denis,2,12,Divorciado/a,6,1951-03-21,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,7-Rue-Troyon---75003-Paris,83,2883608M,Mckean-Frederick,3,10,Divorciado/a,11,1935-09-16,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,La-Marquesina-92-08013-Barcelona,58,1245230P,Padilla-Valverde-Valentin,0,8,Casado/a,4,1960-10-28,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,99-Regent-Street--London-NW1,83,3801097J,Jones-Jacqueline,0,17,Casado/a,12,1935-07-31,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,40-Peck-Slip -New-York--NY-10012,81,3211265G,Griffin-Daniel,3,7,Viudo/a,1,1937-10-12,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Ezpoz-y-Mina--4-6--2o-Dcha.--Madrid-28022,75,0983044P,Padilla-Valverde-Mateo,1,8,Casado/a,5,1944-01-01,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Verge-Del-Pilar-94-08031-Barcelona,55,3342391D,Diez-Duran-Ramon,0,10,Viudo/a,8,1963-02-12,Doctores-&-Profesionales-de-la-Salud
Mujer,Norteamerica,Estados-Unidos,1406-Broadway-Frnt -New-York--NY-10005,60,2752541M,Moore-Jennifer,0,15,Casado/a,10,1958-11-06,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Brook-Street--Mayfair--London-SW1,99,0327702C,Calder-Edward,0,7,Divorciado/a,7,1919-04-11,Ingenieros-&-Especialistas
Empresa,Sur-Europa,Espana,Piazza-Santa-Felicita-6r--Florencia,50,0196646T,The-Restaurant,NULL,10,NULL,11,1968-05-03,Alimentacion
Empresa,Norteamerica,Estados-Unidos,9-Barrow-St -New-York--NY-10004,58,2097191R,ReThalia,NULL,10,NULL,7,1960-07-09,Catering
Hombre,Sur-Europa,Espana,Corso-Buenos-Aires-3 --Milano,42,2949165N,Navarro-Rodriguez-Eduard,0,12,Soltero/a,17,1976-07-10,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,11-Rue-du-Dome---75003-Paris,63,3670024H,Hacker-Eric,0,15,Soltero/a,16,1955-05-28,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,69-Dean-Street--London-NW1,93,2359351E,Embury-Clare,2,8,Casado/a,4,1925-11-15,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,438-E-9th-St -New-York--NY-10005,40,2031633W,Wigens-Arthur,0,11,Soltero/a,15,1978-11-18,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,90-Park-Ln.-(Marble-Arch)--London-SW1,66,1441838B,Bolan-Mark,3,7,Casado/a,6,1952-12-30,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,48-Leicester-Square--London-NW1,55,2359320W,Won-Steakhouse,NULL,64,NULL,23,1963-12-30,Alimentacion
Empresa,Norte-Europa,Reino-Unido,15-17-Stratheden-Road--London-EC1,58,2162723N,Norwood,NULL,10,NULL,7,1960-09-20,Servicios
Mujer,Norte-Europa,Reino-Unido,Rotkreuzplatz-2--Munchen,82,0000058M,Mclean-Deborah,2,6,Divorciado/a,5,1936-09-23,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,302-E-12th-St -New-York--NY-10011,73,3014689B,Bance-Edward,0,9,Soltero/a,8,1945-10-20,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Corso-Buenos-Aires-3 --Milano,40,0524318E,Espada-Benegas-Ruben,0,8,Soltero/a,2,1978-04-23,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,67-Queen-St.(Cannon-St.)--London-SW1,77,3997749M,Morris-Thomas,3,8,Divorciado/a,10,1941-01-29,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,viale-del-Pattinaggio-Roma,56,1638419C,Castro-Morales-Patricia,0,9,Soltero/a,2,1962-10-07,Architectos-Decoradores-&-Humanistas
